source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc115,e116,0,-1,5,02311.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc117,e116,0,-1,5,02547.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc118,e116,0,-1,5,03181.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc119,e158,0,-1,6,03547.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc152,e158,0,-1,6,00884.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc156,e158,0,-1,6,02924.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc157,e158,0,-1,6,01188.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc159,e158,0,-1,6,02392.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc160,e158,0,-1,6,00034.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc169,e158,0,-1,6,00204.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc122,e127,0,-1,7,00484.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc123,e127,0,-1,7,02084.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc124,e127,0,-1,7,01079.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc125,e127,0,-1,7,02923.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc126,e127,0,-1,7,00585.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc54,e128,0,-1,8,03531.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc129,e128,0,-1,8,00489.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc133,e128,0,-1,8,00976.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc134,e128,0,-1,8,02176.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc135,e128,0,-1,8,02548.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc144,e128,0,-1,8,01342.txt,00127.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc14,e13,0,-1,9,01953.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc25,e29,0,-1,10,02955.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc26,e29,0,-1,10,01247.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc27,e29,0,-1,10,01410.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc28,e29,0,-1,10,01315.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc30,e29,0,-1,10,01068.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc52,e29,0,-1,10,04299.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc53,e29,0,-1,10,01135.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc130,e29,0,-1,10,03891.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc131,e29,0,-1,10,04409.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc132,e29,0,-1,10,04410.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc136,e148,0,-1,11,00304.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc142,e148,0,-1,11,01755.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc143,e148,0,-1,11,01978.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc147,e148,0,-1,11,03545.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc153,e148,0,-1,11,04396.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc138,e137,0,-1,12,03971.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc139,e137,0,-1,12,01718.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc140,e149,0,-1,13,03984.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc141,e149,0,-1,13,02113.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc150,e149,0,-1,13,02171.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc151,e149,0,-1,13,03200.txt,00109.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc145,e164,0,-1,14,02295.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc146,e164,0,-1,14,04433.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc155,e164,0,-1,14,00244.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc154,e162,0,-1,15,02589.txt,00162.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc161,e162,0,-1,15,02436.txt,00162.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc163,e162,0,-1,15,03901.txt,00162.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc165,e162,0,-1,15,02533.txt,00162.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc166,e167,0,-1,16,01788.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc168,e167,0,-1,16,02444.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc170,e186,0,-1,17,00623.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc175,e186,0,-1,17,03383.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc177,e186,0,-1,17,04326.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc171,e173,0,-1,18,03821.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc172,e173,0,-1,18,00071.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc188,e173,0,-1,18,01376.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc204,e173,0,-1,18,01781.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc205,e173,0,-1,18,04341.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc174,e190,0,-1,19,01984.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc176,e190,0,-1,19,02459.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc178,e190,0,-1,19,02865.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc183,e190,0,-1,19,00120.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc184,e190,0,-1,19,01412.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc185,e190,0,-1,19,03917.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc186,e190,0,-1,19,00153.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc187,e190,0,-1,19,04312.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc189,e190,0,-1,19,00658.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc191,e190,0,-1,19,02384.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc179,e180,0,-1,20,01212.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc181,e180,0,-1,20,01373.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc182,e180,0,-1,20,02769.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc192,e197,0,-1,21,03718.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc193,e197,0,-1,21,03341.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc194,e197,0,-1,21,01098.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc195,e197,0,-1,21,01113.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc196,e197,0,-1,21,01602.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc198,e197,0,-1,21,02130.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc199,e201,0,-1,22,02321.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc200,e201,0,-1,22,01811.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc202,e201,0,-1,22,03932.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc203,e201,0,-1,22,03040.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc20,e38,0,-1,23,03527.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc21,e38,0,-1,23,00905.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc22,e38,0,-1,23,02261.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc23,e38,0,-1,23,03522.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc33,e38,0,-1,23,03433.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc34,e38,0,-1,23,02694.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc35,e38,0,-1,23,01354.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc36,e38,0,-1,23,02067.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc37,e38,0,-1,23,01276.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc39,e38,0,-1,23,03914.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc40,e38,0,-1,23,00816.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc45,e38,0,-1,23,00975.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc206,e230,0,-1,24,00288.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc207,e230,0,-1,24,04112.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc209,e230,0,-1,24,04469.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc210,e230,0,-1,24,04086.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc211,e230,0,-1,24,04133.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc229,e230,0,-1,24,03895.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc231,e230,0,-1,24,00287.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc232,e230,0,-1,24,03349.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc234,e230,0,-1,24,01619.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc235,e230,0,-1,24,00296.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc208,e214,0,-1,25,04423.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc212,e214,0,-1,25,03906.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc213,e214,0,-1,25,03021.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc215,e214,0,-1,25,03725.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc216,e214,0,-1,25,00540.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc217,e214,0,-1,25,02049.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc224,e214,0,-1,25,02734.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc225,e214,0,-1,25,01170.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc226,e214,0,-1,25,03003.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc227,e214,0,-1,25,04029.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc218,e222,0,-1,26,01225.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc219,e222,0,-1,26,00471.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc220,e222,0,-1,26,04257.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc221,e222,0,-1,26,02689.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc223,e222,0,-1,26,00018.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc252,e222,0,-1,26,01331.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc253,e222,0,-1,26,02679.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc228,e248,0,-1,27,02652.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc236,e248,0,-1,27,02482.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc237,e248,0,-1,27,00394.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc238,e248,0,-1,27,04042.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc246,e248,0,-1,27,04161.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc247,e248,0,-1,27,00494.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc260,e248,0,-1,27,02467.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc261,e248,0,-1,27,03465.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc233,e271,0,-1,28,01400.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc270,e271,0,-1,28,01613.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc272,e271,0,-1,28,02705.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc280,e271,0,-1,28,02993.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc281,e271,0,-1,28,03810.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc239,e242,0,-1,29,02023.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc240,e242,0,-1,29,01144.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc241,e242,0,-1,29,03684.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc243,e242,0,-1,29,00486.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc244,e242,0,-1,29,01909.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc269,e242,0,-1,29,02905.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc24,e48,0,-1,30,00079.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc31,e48,0,-1,30,04438.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc32,e48,0,-1,30,01756.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc46,e48,0,-1,30,03558.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc47,e48,0,-1,30,02033.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc245,e265,0,-1,31,03239.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc263,e265,0,-1,31,03528.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc264,e265,0,-1,31,02538.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc266,e265,0,-1,31,00527.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc267,e265,0,-1,31,00066.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc268,e265,0,-1,31,02382.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc276,e265,0,-1,31,01277.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc292,e265,0,-1,31,02685.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc293,e265,0,-1,31,03436.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc310,e265,0,-1,31,01040.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc249,e257,0,-1,32,00372.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc250,e257,0,-1,32,02470.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc251,e257,0,-1,32,02544.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc255,e257,0,-1,32,02577.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc256,e257,0,-1,32,03074.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc258,e257,0,-1,32,02267.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc254,e383,0,-1,33,03872.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc381,e383,0,-1,33,04471.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc382,e383,0,-1,33,02385.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc417,e383,0,-1,33,03311.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc259,e351,0,-1,34,03622.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc262,e351,0,-1,34,03416.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc294,e351,0,-1,34,04088.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc311,e351,0,-1,34,03552.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc350,e351,0,-1,34,00270.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc352,e351,0,-1,34,02345.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc273,e278,0,-1,35,01334.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc274,e278,0,-1,35,01522.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc275,e278,0,-1,35,04220.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc282,e278,0,-1,35,04091.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc277,e300,0,-1,36,00199.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc285,e300,0,-1,36,01466.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc286,e300,0,-1,36,02931.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc289,e300,0,-1,36,04194.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc290,e300,0,-1,36,03357.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc291,e300,0,-1,36,00070.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc301,e300,0,-1,36,02191.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc283,e279,0,-1,37,04411.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc284,e288,0,-1,38,02520.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc287,e288,0,-1,38,00928.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc295,e288,0,-1,38,01591.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc296,e299,0,-1,39,03776.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
